"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 31, 2017","0.001147","0.001160","0.001178","0.001066","384.24M","-1.12%"
"Oct 30, 2017","0.001160","0.001181","0.001182","0.001100","152.94M","-1.78%"
"Oct 29, 2017","0.001181","0.001014","0.001182","0.001000","115.12M","16.47%"
"Oct 28, 2017","0.001014","0.001042","0.001048","0.000991","84.32M","-2.69%"
"Oct 27, 2017","0.001042","0.001060","0.001070","0.001020","285.21M","-1.70%"
"Oct 26, 2017","0.001060","0.001079","0.001083","0.001019","141.41M","-1.76%"
"Oct 25, 2017","0.001079","0.001060","0.001100","0.001001","102.64M","1.79%"
"Oct 24, 2017","0.001060","0.001010","0.001117","0.000950","273.67M","4.95%"
"Oct 23, 2017","0.001010","0.001013","0.001046","0.000966","602.26M","-0.30%"
"Oct 22, 2017","0.001013","0.000980","0.001060","0.000960","901.10M","3.37%"
"Oct 21, 2017","0.000980","0.001040","0.001055","0.000932","908.92M","-5.77%"
"Oct 20, 2017","0.001040","0.001069","0.001083","0.001020","1.11B","-2.71%"
"Oct 19, 2017","0.001069","0.001052","0.001079","0.001038","735.18M","1.62%"
"Oct 18, 2017","0.001052","0.001066","0.001090","0.000981","918.15M","-1.31%"
"Oct 17, 2017","0.001066","0.001151","0.001155","0.001056","4.66B","-7.38%"
"Oct 16, 2017","0.001151","0.001080","0.001169","0.001030","1.72B","6.57%"
"Oct 15, 2017","0.001080","0.001067","0.001100","0.000990","339.02M","1.22%"
"Oct 14, 2017","0.001067","0.001020","0.001116","0.001009","335.56M","4.61%"
"Oct 13, 2017","0.001020","0.001051","0.001087","0.000984","415.91M","-2.95%"
"Oct 12, 2017","0.001051","0.001036","0.001091","0.001030","343.63M","1.45%"
"Oct 11, 2017","0.001036","0.000999","0.001050","0.000988","323.82M","3.70%"
"Oct 10, 2017","0.000999","0.000976","0.001027","0.000956","258.17M","2.36%"
"Oct 09, 2017","0.000976","0.001060","0.001060","0.000961","191.30M","-7.92%"
"Oct 08, 2017","0.001060","0.001042","0.001071","0.001035","17.74M","1.73%"
"Oct 07, 2017","0.001042","0.001024","0.001048","0.000999","144.30M","1.76%"
"Oct 06, 2017","0.001024","0.001007","0.001046","0.000979","352.24M","1.69%"
"Oct 05, 2017","0.001007","0.001014","0.001033","0.000958","295.22M","-0.69%"
"Oct 04, 2017","0.001014","0.001023","0.001098","0.001004","423.54M","-0.88%"
"Oct 03, 2017","0.001023","0.001051","0.001077","0.000990","508.13M","-2.66%"
"Oct 02, 2017","0.001051","0.001076","0.001112","0.001042","358.55M","-2.32%"
"Oct 01, 2017","0.001076","0.001168","0.001169","0.000900","553.43M","-7.88%"
"Sep 30, 2017","0.001168","0.001089","0.001171","0.001084","383.36M","7.25%"
"Sep 29, 2017","0.001089","0.001109","0.001121","0.000988","614.34M","-1.80%"
"Sep 28, 2017","0.001109","0.001159","0.001239","0.001061","249.42M","-4.31%"
"Sep 27, 2017","0.001159","0.001150","0.001283","0.001123","33.78M","0.78%"
"Sep 26, 2017","0.001150","0.001146","0.001202","0.001045","13.96M","0.35%"
"Sep 25, 2017","0.001146","0.000890","0.001229","0.000881","105.95M","28.76%"
"Sep 24, 2017","0.000890","0.000944","0.000990","0.000853","459.64M","-5.72%"
"Sep 23, 2017","0.000944","0.000774","0.000965","0.000757","488.06M","21.96%"
"Sep 22, 2017","0.000774","0.000776","0.000793","0.000690","466.90M","-0.26%"
"Sep 21, 2017","0.000776","0.000838","0.000848","0.000717","551.08M","-7.40%"
"Sep 20, 2017","0.000838","0.000876","0.000921","0.000815","273.45M","-4.34%"
"Sep 19, 2017","0.000876","0.000940","0.000969","0.000840","53.36M","-6.81%"
"Sep 18, 2017","0.000940","0.000865","0.000990","0.000865","94.50M","8.67%"
"Sep 17, 2017","0.000865","0.000914","0.000918","0.000786","458.41M","-5.36%"
"Sep 16, 2017","0.000914","0.000965","0.000995","0.000810","226.51M","-5.28%"
"Sep 15, 2017","0.000965","0.000953","0.001036","0.000669","310.09M","1.26%"
"Sep 14, 2017","0.000953","0.001404","0.001489","0.000950","511.05M","-32.12%"
"Sep 13, 2017","0.001404","0.001493","0.001507","0.001299","644.32M","-5.96%"
"Sep 12, 2017","0.001493","0.001522","0.001690","0.001457","557.83M","-1.91%"
"Sep 11, 2017","0.001522","0.001544","0.001596","0.001470","490.77M","-1.42%"
"Sep 10, 2017","0.001544","0.001728","0.001738","0.001400","513.98M","-10.65%"
"Sep 09, 2017","0.001728","0.001800","0.001872","0.001672","452.32M","-4.00%"
"Sep 08, 2017","0.001800","0.002000","0.002042","0.001713","403.20M","-10.00%"
"Sep 07, 2017","0.002000","0.002031","0.002098","0.001954","389.85M","-1.53%"
"Sep 06, 2017","0.002031","0.002049","0.002085","0.001900","190.82M","-0.88%"
"Sep 05, 2017","0.002049","0.001879","0.002060","0.001708","95.72M","9.05%"
"Sep 04, 2017","0.001879","0.002160","0.002180","0.001837","288.16M","-13.01%"
"Sep 03, 2017","0.002160","0.002178","0.002451","0.002089","426.12M","-0.83%"
"Sep 02, 2017","0.002178","0.002492","0.002853","0.002117","241.31M","-12.60%"
"Sep 01, 2017","0.002492","0.002100","0.002500","0.002048","725.26M","18.67%"
"Aug 31, 2017","0.002100","0.002119","0.002230","0.001963","1.11B","-0.90%"
"Aug 30, 2017","0.002119","0.001891","0.002333","0.001777","1.28B","12.06%"
"Aug 29, 2017","0.001891","0.001794","0.001950","0.001777","434.88M","5.41%"
"Aug 28, 2017","0.001794","0.001755","0.001840","0.001703","46.59M","2.22%"
"Aug 27, 2017","0.001755","0.001752","0.001808","0.001710","2.01M","0.17%"
"Aug 26, 2017","0.001752","0.001724","0.001799","0.001644","1.73M","1.62%"
"Aug 25, 2017","0.001724","0.001805","0.001844","0.001690","2.25M","-4.49%"
"Aug 24, 2017","0.001805","0.001702","0.001823","0.001661","1.68M","6.05%"
"Aug 23, 2017","0.001702","0.001699","0.001784","0.001640","1.78M","0.18%"
"Aug 22, 2017","0.001699","0.001687","0.001745","0.001498","2.03M","0.71%"
"Aug 21, 2017","0.001687","0.001682","0.001745","0.001629","1.91M","0.30%"
"Aug 20, 2017","0.001682","0.001661","0.001725","0.001593","1.60M","1.26%"
"Aug 19, 2017","0.001661","0.001653","0.001743","0.001569","1.69M","0.48%"
"Aug 18, 2017","0.001653","0.001696","0.001764","0.001581","2.56M","-2.54%"
"Aug 17, 2017","0.001696","0.001766","0.001846","0.001576","2.24M","-3.96%"
"Aug 16, 2017","0.001766","0.001699","0.001874","0.001647","2.12M","3.94%"
"Aug 15, 2017","0.001699","0.001754","0.001846","0.001565","2.16M","-3.14%"
"Aug 14, 2017","0.001754","0.001779","0.001913","0.001670","3.34M","-1.41%"
"Aug 13, 2017","0.001779","0.001854","0.001888","0.001405","2.37M","-4.05%"
"Aug 12, 2017","0.001854","0.001871","0.001998","0.001745","2.00M","-0.91%"
"Aug 11, 2017","0.001871","0.001935","0.001998","0.001796","2.11M","-3.31%"
"Aug 10, 2017","0.001935","0.001915","0.002181","0.001814","2.03M","1.04%"
"Aug 09, 2017","0.001915","0.001965","0.001993","0.001853","1.77M","-2.54%"
"Aug 08, 2017","0.001965","0.001948","0.002020","0.001893","2.35M","0.87%"
"Aug 07, 2017","0.001948","0.001936","0.002061","0.001870","2.22M","0.62%"
"Aug 06, 2017","0.001936","0.002068","0.002161","0.001931","1.34M","-6.38%"
"Aug 05, 2017","0.002068","0.001819","0.002129","0.001760","2.11M","13.69%"
"Aug 04, 2017","0.001819","0.001763","0.001837","0.001676","1.67M","3.18%"
"Aug 03, 2017","0.001763","0.001846","0.001901","0.001500","1.68M","-4.50%"
"Aug 02, 2017","0.001846","0.001781","0.002108","0.001676","2.17M","3.65%"
"Aug 01, 2017","0.001781","0.001674","0.001853","0.001607","2.01M","6.39%"
"Jul 31, 2017","0.001674","0.001686","0.001819","0.001592","1.70M","-0.71%"
"Jul 30, 2017","0.001686","0.001744","0.001778","0.001680","1.23M","-3.33%"
"Jul 29, 2017","0.001744","0.001767","0.001845","0.001599","1.51M","-1.30%"
"Jul 28, 2017","0.001767","0.001842","0.001852","0.001672","1.89M","-4.07%"
"Jul 27, 2017","0.001842","0.001783","0.001941","0.001744","1.94M","3.31%"
"Jul 26, 2017","0.001783","0.001759","0.001868","0.001650","378.33K","1.36%"
"Jul 25, 2017","0.001759","0.002025","0.002037","0.001681","2.01M","-13.14%"
"Jul 24, 2017","0.002025","0.002007","0.002048","0.001949","799.85K","0.90%"
"Jul 23, 2017","0.002007","0.002093","0.002225","0.001965","682.63K","-4.11%"
"Jul 22, 2017","0.002093","0.001949","0.002112","0.001949","300.95K","7.39%"
"Jul 21, 2017","0.001949","0.001872","0.001969","0.001854","375.76K","4.11%"
"Jul 20, 2017","0.001872","0.001637","0.001996","0.001628","1.48M","14.36%"
"Jul 19, 2017","0.001637","0.001802","0.002006","0.001589","860.35K","-9.16%"
"Jul 18, 2017","0.001802","0.001563","0.002133","0.001430","1.20M","15.29%"
"Jul 17, 2017","0.001563","0.001305","0.001564","0.001293","2.78M","19.77%"
"Jul 16, 2017","0.001305","0.001466","0.001580","0.001251","5.47M","-10.98%"
"Jul 15, 2017","0.001466","0.001661","0.001661","0.001446","2.94M","-11.74%"
"Jul 14, 2017","0.001661","0.001783","0.001836","0.001545","4.27M","-6.84%"
"Jul 13, 2017","0.001783","0.001848","0.002051","0.001719","3.03M","-3.52%"
"Jul 12, 2017","0.001848","0.002197","0.002197","0.001740","2.55M","-15.23%"
"Jul 11, 2017","0.002180","0.002180","0.002180","0.002180","-","0.00%"
"Jul 10, 2017","0.002180","0.002284","0.002333","0.002169","1.68M","-4.55%"
"Jul 09, 2017","0.002284","0.002351","0.002459","0.002264","1.98M","-2.85%"
"Jul 08, 2017","0.002351","0.002382","0.002487","0.002166","1.50M","-1.30%"
"Jul 07, 2017","0.002382","0.002688","0.002688","0.002359","2.37M","-11.38%"
"Jul 06, 2017","0.002688","0.002650","0.002764","0.002567","3.77M","1.43%"
"Jul 05, 2017","0.002650","0.002525","0.002720","0.002369","3.33M","4.95%"
"Jul 04, 2017","0.002525","0.002502","0.002682","0.002435","3.72M","0.92%"
"Jul 03, 2017","0.002502","0.002460","0.002552","0.002165","2.54M","1.71%"
"Jul 02, 2017","0.002460","0.002239","0.002545","0.002130","2.32M","9.87%"
"Jul 01, 2017","0.002239","0.002555","0.002560","0.002071","2.99M","-12.37%"
"Jun 30, 2017","0.002555","0.002534","0.002795","0.002431","2.84M","0.83%"
"Jun 29, 2017","0.002534","0.002800","0.002820","0.002418","2.27M","-9.50%"
"Jun 28, 2017","0.002800","0.002534","0.002832","0.002395","1.28M","10.50%"
"Jun 27, 2017","0.002534","0.002516","0.002652","0.002065","844.71K","0.72%"
"Jun 26, 2017","0.002516","0.002573","0.002886","0.002197","461.82K","-2.22%"
"Jun 25, 2017","0.002573","0.002900","0.003265","0.002254","670.47K","-11.28%"
"Jun 24, 2017","0.002900","0.003074","0.003187","0.002689","1.13M","-5.66%"
"Jun 23, 2017","0.003074","0.002987","0.003220","0.002918","1.02M","2.91%"
"Jun 22, 2017","0.002987","0.002963","0.003179","0.002849","2.59M","0.81%"
"Jun 21, 2017","0.002963","0.003104","0.003235","0.002822","1.17M","-4.54%"
"Jun 20, 2017","0.003104","0.003168","0.003235","0.003035","1.19M","-2.02%"
"Jun 19, 2017","0.003168","0.002994","0.003316","0.002928","1.70M","5.81%"
"Jun 18, 2017","0.002994","0.003246","0.003294","0.002867","1.73M","-7.76%"
"Jun 17, 2017","0.003246","0.003058","0.003355","0.002930","1.59M","6.15%"
"Jun 16, 2017","0.003058","0.002936","0.003200","0.002634","2.11M","4.16%"
"Jun 15, 2017","0.002936","0.002824","0.003083","0.002300","1.24M","3.97%"
"Jun 14, 2017","0.002824","0.003187","0.003384","0.002604","1.04M","-11.39%"
"Jun 13, 2017","0.003187","0.002990","0.003408","0.002800","652.97K","6.59%"
"Jun 12, 2017","0.002990","0.003454","0.003479","0.002464","691.88K","-13.43%"
"Jun 11, 2017","0.003454","0.003278","0.003563","0.003195","696.26K","5.37%"
"Jun 10, 2017","0.003278","0.003426","0.003591","0.003130","641.35K","-4.32%"
"Jun 09, 2017","0.003426","0.003431","0.003752","0.003290","979.57K","-0.15%"
"Jun 08, 2017","0.003431","0.003250","0.003511","0.003055","441.24K","5.57%"
"Jun 07, 2017","0.003250","0.003617","0.003950","0.003132","391.85K","-10.15%"
"Jun 06, 2017","0.003617","0.003718","0.003718","0.003152","604.03K","-2.72%"
"Jun 05, 2017","0.003718","0.003770","0.003825","0.002923","1.38M","-1.38%"
"Jun 04, 2017","0.003770","0.003213","0.003770","0.002544","1.70M","17.34%"
"Jun 03, 2017","0.003213","0.002803","0.003398","0.002655","1.25M","14.63%"
