"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 20, 2017","0.20880","0.21430","0.22400","0.20520","16.28M","-2.57"
"Oct 19, 2017","0.21430","0.21670","0.23290","0.20600","18.69M","-1.11"
"Oct 18, 2017","0.21670","0.22980","0.23490","0.20250","30.98M","-5.70"
"Oct 17, 2017","0.22980","0.25780","0.26650","0.21880","35.85M","-10.86"
"Oct 16, 2017","0.25780","0.26600","0.30000","0.25230","49.71M","-3.08"
"Oct 15, 2017","0.26600","0.25560","0.27000","0.24900","13.94M","4.07"
"Oct 14, 2017","0.25560","0.26030","0.26880","0.25440","15.54M","-1.81"
"Oct 13, 2017","0.26030","0.24550","0.27000","0.23250","30.59M","6.03"
"Oct 12, 2017","0.24550","0.26230","0.26500","0.24550","20.98M","-6.40"
"Oct 11, 2017","0.26230","0.25830","0.26580","0.25600","6.13M","1.55"
"Oct 10, 2017","0.25830","0.25050","0.26690","0.24050","13.65M","3.11"
"Oct 09, 2017","0.25050","0.28100","0.28100","0.23300","33.49M","-10.85"
"Oct 08, 2017","0.28100","0.24050","0.28130","0.23890","23.30M","16.84"
"Oct 07, 2017","0.24050","0.23310","0.24170","0.23250","6.69M","3.17"
"Oct 06, 2017","0.23310","0.23710","0.24460","0.23200","12.72M","-1.69"
"Oct 05, 2017","0.23710","0.21480","0.24450","0.21330","23.41M","10.38"
"Oct 04, 2017","0.21480","0.20300","0.21730","0.20110","10.07M","5.81"
"Oct 03, 2017","0.20300","0.20330","0.20620","0.19750","6.05M","-0.15"
"Oct 02, 2017","0.20330","0.20890","0.20990","0.20000","5.52M","-2.68"
"Oct 01, 2017","0.20890","0.19900","0.20890","0.19640","3.97M","4.97"
"Sep 30, 2017","0.19900","0.19700","0.20650","0.19500","6.45M","1.02"
"Sep 29, 2017","0.19700","0.20220","0.20220","0.18790","11.89M","-2.57"
"Sep 28, 2017","0.20220","0.21010","0.21090","0.19650","15.34M","-3.76"
"Sep 27, 2017","0.21010","0.18890","0.21560","0.18770","21.35M","11.22"
"Sep 26, 2017","0.18890","0.18380","0.19430","0.18100","9.69M","2.77"
"Sep 25, 2017","0.18380","0.17490","0.18690","0.17450","6.87M","5.09"
"Sep 24, 2017","0.17490","0.17930","0.18000","0.17260","3.93M","-2.45"
"Sep 23, 2017","0.17930","0.17290","0.18040","0.16990","11.86M","3.70"
"Sep 22, 2017","0.17290","0.17100","0.17710","0.16600","4.85M","1.11"
"Sep 21, 2017","0.17100","0.18160","0.18350","0.16860","7.18M","-5.84"
"Sep 20, 2017","0.18160","0.18460","0.18840","0.18050","5.38M","-1.63"
"Sep 19, 2017","0.18460","0.19320","0.19430","0.18200","9.35M","-4.45"
"Sep 18, 2017","0.19320","0.18120","0.19430","0.18080","17.22M","6.62"
"Sep 17, 2017","0.18120","0.18200","0.18400","0.17110","7.17M","-0.44"
"Sep 16, 2017","0.18200","0.18420","0.19190","0.17290","15.12M","-1.19"
"Sep 15, 2017","0.18420","0.17080","0.19240","0.14550","42.23M","7.85"
"Sep 14, 2017","0.17080","0.19800","0.20000","0.16600","30.05M","-13.74"
"Sep 13, 2017","0.19800","0.20940","0.20990","0.19020","14.95M","-5.44"
"Sep 12, 2017","0.20940","0.21390","0.22450","0.20520","17.51M","-2.10"
"Sep 11, 2017","0.21390","0.21620","0.22150","0.20860","15.09M","-1.06"
"Sep 10, 2017","0.21620","0.21240","0.22400","0.19750","16.61M","1.79"
"Sep 09, 2017","0.21240","0.21170","0.21440","0.20670","8.70M","0.33"
"Sep 08, 2017","0.21170","0.22650","0.22900","0.19650","21.63M","-6.53"
"Sep 07, 2017","0.22650","0.23100","0.23170","0.21970","12.49M","-1.95"
"Sep 06, 2017","0.23100","0.21500","0.23280","0.21390","19.74M","7.44"
"Sep 05, 2017","0.21500","0.20250","0.22000","0.18810","27.24M","6.17"
"Sep 04, 2017","0.20250","0.23000","0.23040","0.18500","36.81M","-11.96"
"Sep 03, 2017","0.23000","0.22350","0.23820","0.21500","19.11M","2.91"
"Sep 02, 2017","0.22350","0.25370","0.25380","0.21350","40.90M","-11.90"
"Sep 01, 2017","0.25370","0.25880","0.26000","0.24340","28.62M","-1.97"
"Aug 31, 2017","0.25880","0.23160","0.26500","0.22720","28.80M","11.74"
"Aug 30, 2017","0.23160","0.21950","0.23310","0.21670","15.15M","5.51"
"Aug 29, 2017","0.21950","0.22530","0.22600","0.21200","23.63M","-2.57"
"Aug 28, 2017","0.22530","0.20160","0.24610","0.19410","53.16M","11.76"
"Aug 27, 2017","0.20160","0.20950","0.21030","0.19250","20.64M","-3.77"
"Aug 26, 2017","0.20950","0.21590","0.23100","0.20600","16.76M","-2.96"
"Aug 25, 2017","0.21590","0.21710","0.23100","0.20270","36.12M","-0.55"
"Aug 24, 2017","0.21710","0.24600","0.28690","0.21000","74.21M","-11.75"
"Aug 23, 2017","0.24600","0.24200","0.29950","0.21550","102.07M","1.65"
"Aug 22, 2017","0.24200","0.19500","0.25900","0.17110","91.20M","24.10"
"Aug 21, 2017","0.19500","0.15910","0.20650","0.15110","54.92M","22.56"
"Aug 20, 2017","0.15910","0.15250","0.16170","0.14930","12.01M","4.33"
"Aug 19, 2017","0.15250","0.15700","0.16200","0.14800","14.31M","-2.87"
"Aug 18, 2017","0.15700","0.15800","0.17000","0.15100","19.65M","-0.63"
"Aug 17, 2017","0.15800","0.16080","0.16100","0.15300","11.83M","-1.74"
"Aug 16, 2017","0.16080","0.15800","0.16080","0.14860","16.04M","1.77"
"Aug 15, 2017","0.15800","0.16770","0.16770","0.15210","18.86M","-5.78"
"Aug 14, 2017","0.16770","0.16610","0.18010","0.16500","10.23M","0.96"
"Aug 13, 2017","0.16610","0.17190","0.17190","0.15850","20.08M","-3.37"
"Aug 12, 2017","0.17190","0.17750","0.18280","0.17040","13.18M","-3.15"
"Aug 11, 2017","0.17750","0.18080","0.18340","0.17530","10.87M","-1.83"
"Aug 10, 2017","0.18080","0.18340","0.18500","0.17700","11.26M","-1.42"
"Aug 09, 2017","0.18340","0.19590","0.19590","0.18000","13.38M","-6.38"
"Aug 08, 2017","0.19590","0.17900","0.20000","0.17680","31.91M","9.44"
"Aug 07, 2017","0.17900","0.18030","0.18300","0.17630","10.48M","-0.72"
"Aug 06, 2017","0.18030","0.18400","0.18980","0.17650","12.15M","-2.01"
"Aug 05, 2017","0.18400","0.17360","0.19200","0.17100","20.38M","5.99"
"Aug 04, 2017","0.17360","0.17460","0.17800","0.17100","7.21M","-0.57"
"Aug 03, 2017","0.17460","0.17040","0.17720","0.16880","4.59M","2.46"
"Aug 02, 2017","0.17040","0.17860","0.18000","0.16800","11.47M","-4.59"
"Aug 01, 2017","0.17860","0.16300","0.18500","0.15850","26.82M","9.57"
"Jul 31, 2017","0.16300","0.16360","0.16840","0.15780","9.14M","-0.37"
"Jul 30, 2017","0.16360","0.17060","0.17250","0.16060","4.86M","-4.10"
"Jul 29, 2017","0.17060","0.16260","0.17100","0.15420","8.50M","4.92"
"Jul 28, 2017","0.16260","0.17260","0.17440","0.15670","12.41M","-5.79"
"Jul 27, 2017","0.17260","0.17260","0.17600","0.16810","7.50M","0.00"
"Jul 26, 2017","0.17260","0.17450","0.17990","0.16380","12.77M","-1.09"
"Jul 25, 2017","0.17450","0.19250","0.19330","0.16600","21.02M","-9.35"
"Jul 24, 2017","0.19250","0.19680","0.20010","0.18980","9.72M","-2.18"
"Jul 23, 2017","0.19680","0.19790","0.20800","0.18610","24.59M","-0.56"
"Jul 22, 2017","0.19790","0.18360","0.20450","0.18100","22.34M","7.79"
"Jul 21, 2017","0.18360","0.19100","0.19350","0.18100","17.59M","-3.87"
"Jul 20, 2017","0.19100","0.16150","0.19500","0.16150","28.82M","18.27"
"Jul 19, 2017","0.16150","0.17710","0.18490","0.15790","21.26M","-8.81"
"Jul 18, 2017","0.17710","0.17280","0.18700","0.15990","26.89M","2.49"
"Jul 17, 2017","0.17280","0.14680","0.17290","0.14170","33.99M","17.71"
"Jul 16, 2017","0.14680","0.17240","0.17480","0.12800","40.60M","-14.85"
"Jul 15, 2017","0.17240","0.18250","0.18410","0.17170","12.05M","-5.53"
"Jul 14, 2017","0.18250","0.18880","0.19150","0.17200","8.68M","-3.34"
"Jul 13, 2017","0.18880","0.19590","0.21630","0.17880","14.36M","-3.62"
"Jul 12, 2017","0.19590","0.17530","0.19590","0.16100","17.84M","11.75"
"Jul 11, 2017","0.17530","0.18390","0.19630","0.14040","33.15M","-4.68"
"Jul 10, 2017","0.18390","0.22350","0.22640","0.16890","13.02M","-17.72"
"Jul 09, 2017","0.22350","0.23000","0.24150","0.22330","4.38M","-2.83"
"Jul 08, 2017","0.23000","0.22840","0.23200","0.20790","7.46M","0.70"
"Jul 07, 2017","0.22840","0.24880","0.25100","0.22510","6.27M","-8.20"
"Jul 06, 2017","0.24880","0.24900","0.25210","0.24620","3.86M","-0.08"
"Jul 05, 2017","0.24900","0.24700","0.25600","0.24160","5.43M","0.81"
"Jul 04, 2017","0.24700","0.25240","0.25700","0.24360","6.34M","-2.14"
"Jul 03, 2017","0.25240","0.24620","0.25650","0.23970","6.99M","2.52"
"Jul 02, 2017","0.24620","0.23160","0.25500","0.22910","4.71M","6.30"
"Jul 01, 2017","0.23160","0.24390","0.24630","0.22070","8.51M","-5.04"
"Jun 30, 2017","0.24390","0.24950","0.26010","0.24100","8.75M","-2.24"
"Jun 29, 2017","0.24950","0.26220","0.26580","0.24000","10.20M","-4.84"
"Jun 28, 2017","0.26220","0.25600","0.26650","0.24330","10.34M","2.42"
"Jun 27, 2017","0.25600","0.24500","0.26000","0.21000","16.95M","4.49"
"Jun 26, 2017","0.24500","0.25400","0.26350","0.21000","20.51M","-3.54"
"Jun 25, 2017","0.25400","0.27000","0.27630","0.24500","8.35M","-5.93"
"Jun 24, 2017","0.27000","0.29000","0.30000","0.26000","14.54M","-6.90"
"Jun 23, 2017","0.29000","0.27700","0.29400","0.27410","9.98M","4.69"
"Jun 22, 2017","0.27700","0.26930","0.28010","0.25610","10.19M","2.86"
"Jun 21, 2017","0.26930","0.29940","0.30940","0.25030","19.25M","-10.05"
"Jun 20, 2017","0.29940","0.28090","0.32090","0.27100","31.17M","6.59"
"Jun 19, 2017","0.28090","0.26320","0.28200","0.25730","9.64M","6.72"
"Jun 18, 2017","0.26320","0.25700","0.27620","0.23570","18.90M","2.41"
"Jun 17, 2017","0.25700","0.24590","0.26200","0.23460","11.43M","4.51"
"Jun 16, 2017","0.24590","0.24000","0.25130","0.22490","10.11M","2.46"
"Jun 15, 2017","0.24000","0.25320","0.26060","0.20180","27.32M","-5.21"
"Jun 14, 2017","0.25320","0.26000","0.29890","0.24130","22.17M","-2.62"
"Jun 13, 2017","0.26000","0.23910","0.27550","0.23110","12.47M","8.74"
"Jun 12, 2017","0.23910","0.26860","0.28000","0.21680","29.60M","-10.98"
"Jun 11, 2017","0.26860","0.25000","0.27200","0.25000","9.99M","7.44"
"Jun 10, 2017","0.25000","0.28000","0.28500","0.25000","16.05M","-10.71"
"Jun 09, 2017","0.28000","0.28430","0.29400","0.28000","8.30M","-1.51"
"Jun 08, 2017","0.28430","0.26980","0.29510","0.26330","13.46M","5.37"
"Jun 07, 2017","0.26980","0.28140","0.29900","0.26750","24.72M","-4.12"
"Jun 06, 2017","0.28140","0.28250","0.29000","0.26700","22.12M","-0.39"
"Jun 05, 2017","0.28250","0.28830","0.29300","0.27850","7.19M","6.28"
"Jun 04, 2017","0.26580","0.26580","0.26580","0.26580","0","0.00"
"Jun 03, 2017","0.26580","0.28600","0.29500","0.26000","12.73M","-7.06"
"Jun 02, 2017","0.28600","0.32150","0.32700","0.26400","22.63M","-11.04"
"Jun 01, 2017","0.32150","0.23660","0.32900","0.23230","63.23M","35.88"
"May 31, 2017","0.23660","0.19560","0.24550","0.17850","26.17M","20.96"
"May 30, 2017","0.19560","0.22450","0.23100","0.19360","21.29M","-12.87"
"May 29, 2017","0.22450","0.21630","0.23750","0.19800","26.55M","3.79"
"May 28, 2017","0.21630","0.20300","0.23620","0.18010","30.57M","6.55"
"May 27, 2017","0.20300","0.25880","0.27180","0.12000","74.49M","-21.56"
"May 26, 2017","0.25880","0.23240","0.32000","0.22310","32.52M","11.36"
"May 25, 2017","0.23240","0.28600","0.29000","0.20060","34.06M","-18.74"
"May 24, 2017","0.28600","0.31700","0.33350","0.28500","22.37M","-9.78"
"May 23, 2017","0.31700","0.29820","0.34790","0.28080","17.52M","6.30"
"May 22, 2017","0.29820","0.32600","0.33670","0.26200","26.62M","-8.53"
"May 21, 2017","0.32600","0.34850","0.36500","0.32100","16.03M","-6.46"
"May 20, 2017","0.34850","0.32100","0.36970","0.29500","24.04M","8.57"
"May 19, 2017","0.32100","0.36800","0.36850","0.28620","29.11M","-12.77"
"May 18, 2017","0.36800","0.39200","0.41000","0.32000","28.97M","-6.12"
"May 17, 2017","0.39200","0.35540","0.43450","0.31000","49.08M","10.30"
"May 16, 2017","0.35540","0.27600","0.35540","0.27000","51.06M","28.77"
"May 15, 2017","0.27600","0.22170","0.27600","0.22100","28.60M","24.49"
"May 14, 2017","0.22170","0.21880","0.22800","0.20960","10.93M","1.33"
"May 13, 2017","0.21880","0.21290","0.22880","0.19800","18.29M","2.77"
"May 12, 2017","0.21290","0.18680","0.21470","0.18000","27.69M","13.97"
"May 11, 2017","0.18680","0.18990","0.19830","0.16500","25.26M","-1.63"
"May 10, 2017","0.18990","0.16000","0.20100","0.15320","31.32M","18.69"
"May 09, 2017","0.16000","0.19640","0.21890","0.12900","44.32M","-18.53"
"May 08, 2017","0.19640","0.14490","0.25000","0.13700","105.13M","35.54"
"May 07, 2017","0.14490","0.10340","0.15400","0.10000","86.57M","40.14"
"May 06, 2017","0.10340","0.09353","0.10800","0.09292","52.88M","10.55"
"May 05, 2017","0.09353","0.08300","0.11000","0.07800","100.40M","12.69"
"May 04, 2017","0.08300","0.06614","0.09110","0.06400","97.03M","25.49"
"May 03, 2017","0.06614","0.05800","0.06724","0.05620","35.07M","14.03"
"May 02, 2017","0.05800","0.05941","0.06010","0.05507","25.05M","-2.37"
"May 01, 2017","0.05941","0.05500","0.06220","0.05321","48.85M","8.02"
"Apr 30, 2017","0.05500","0.05700","0.06000","0.05300","40.34M","-3.51"
"Apr 29, 2017","0.05700","0.04784","0.06338","0.04774","87.47M","19.15"
"Apr 28, 2017","0.04784","0.03806","0.04860","0.03770","75.15M","25.70"
"Apr 27, 2017","0.03806","0.03582","0.03921","0.03465","31.61M","6.25"
"Apr 26, 2017","0.03582","0.03504","0.03656","0.03463","25.12M","2.23"
"Apr 25, 2017","0.03504","0.03376","0.03670","0.03364","28.44M","3.79"
"Apr 24, 2017","0.03376","0.03475","0.03475","0.03331","13.10M","-2.85"
"Apr 23, 2017","0.03475","0.03477","0.03490","0.03398","18.76M","-0.06"
"Apr 22, 2017","0.03477","0.03531","0.03593","0.03325","21.37M","-1.53"
"Apr 21, 2017","0.03531","0.03175","0.03673","0.03100","61.88M","11.21"
"Apr 20, 2017","0.03175","0.03105","0.03236","0.02800","40.36M","2.25"
"Apr 19, 2017","0.03105","0.03471","0.03473","0.03040","22.11M","-10.54"
"Apr 18, 2017","0.03471","0.03470","0.03564","0.03383","16.22M","0.03"
"Apr 17, 2017","0.03470","0.03411","0.03501","0.03351","17.08M","1.73"
"Apr 16, 2017","0.03411","0.03444","0.03465","0.03380","10.09M","-0.96"
"Apr 15, 2017","0.03444","0.03484","0.03511","0.03400","14.20M","-1.15"
"Apr 14, 2017","0.03484","0.03490","0.03580","0.03392","15.26M","-0.17"
"Apr 13, 2017","0.03490","0.03505","0.03603","0.03400","26.90M","-0.43"
"Apr 12, 2017","0.03505","0.03350","0.03600","0.03300","28.44M","4.63"
"Apr 11, 2017","0.03350","0.03440","0.03520","0.03237","17.27M","-2.62"
"Apr 10, 2017","0.03440","0.03498","0.03634","0.03360","17.98M","-1.66"
"Apr 09, 2017","0.03498","0.03629","0.03629","0.03277","24.00M","-3.61"
"Apr 08, 2017","0.03629","0.03721","0.03749","0.02521","43.53M","-2.47"
"Apr 07, 2017","0.03721","0.03323","0.03878","0.03100","63.12M","11.98"
"Apr 06, 2017","0.03323","0.03581","0.03745","0.02904","71.30M","-7.20"
"Apr 05, 2017","0.03581","0.03798","0.04141","0.03390","71.46M","-5.71"
"Apr 04, 2017","0.03798","0.03200","0.04310","0.02727","105.01M","18.69"
"Apr 03, 2017","0.03200","0.06319","0.06390","0.02500","200.76M","-49.36"
"Apr 02, 2017","0.06319","0.02220","0.07501","0.02170","294.61M","184.64"
"Apr 01, 2017","0.02220","0.02128","0.02330","0.01980","57.84M","4.32"
"Mar 31, 2017","0.02128","0.01385","0.02500","0.01330","140.06M","53.65"
"Mar 30, 2017","0.01385","0.01021","0.01500","0.01017","57.40M","35.65"
"Mar 29, 2017","0.01021","0.00953","0.01021","0.00941","10.39M","7.14"
"Mar 28, 2017","0.00953","0.00939","0.00967","0.00909","10.96M","1.48"
"Mar 27, 2017","0.00939","0.00958","0.01020","0.00900","21.83M","-1.97"
"Mar 26, 2017","0.00958","0.00888","0.00990","0.00888","18.97M","7.92"
"Mar 25, 2017","0.00888","0.01060","0.01105","0.00825","45.17M","-16.25"
"Mar 24, 2017","0.01060","0.01133","0.01188","0.00912","100.76M","-6.44"
"Mar 23, 2017","0.01133","0.00717","0.01154","0.00717","62.56M","58.02"
"Mar 22, 2017","0.00717","0.00685","0.00765","0.00674","23.20M","4.66"
"Mar 21, 2017","0.00685","0.00703","0.00704","0.00663","13.23M","-2.49"
"Mar 20, 2017","0.00703","0.00682","0.00710","0.00646","9.52M","3.01"
"Mar 19, 2017","0.00682","0.00670","0.00722","0.00639","20.40M","1.81"
"Mar 18, 2017","0.00670","0.00594","0.00850","0.00584","43.71M","12.81"
"Mar 17, 2017","0.00594","0.00635","0.00635","0.00561","15.59M","-6.41"
"Mar 16, 2017","0.00635","0.00625","0.00639","0.00592","30.93M","1.55"
"Mar 15, 2017","0.00625","0.00641","0.00641","0.00621","6.20M","-2.51"
"Mar 14, 2017","0.00641","0.00642","0.00642","0.00621","3.34M","-0.14"
"Mar 13, 2017","0.00642","0.00626","0.00642","0.00593","13.75M","2.57"
"Mar 12, 2017","0.00626","0.00623","0.00632","0.00600","6.11M","0.45"
"Mar 11, 2017","0.00623","0.00620","0.00640","0.00595","6.54M","0.48"
"Mar 10, 2017","0.00620","0.00646","0.00660","0.00581","21.53M","-3.98"
"Mar 09, 2017","0.00646","0.00643","0.00661","0.00630","8.42M","0.45"
"Mar 08, 2017","0.00643","0.00671","0.00694","0.00620","18.73M","-4.17"
"Mar 07, 2017","0.00671","0.00605","0.00688","0.00585","6.91M","10.82"
"Mar 06, 2017","0.00605","0.00609","0.00624","0.00600","1.30M","-0.57"
"Mar 05, 2017","0.00609","0.00625","0.00629","0.00598","2.01M","-2.61"
"Mar 04, 2017","0.00625","0.00650","0.00671","0.00619","4.52M","-3.83"
"Mar 03, 2017","0.00650","0.00608","0.00650","0.00590","7.22M","6.93"
"Mar 02, 2017","0.00608","0.00537","0.00645","0.00537","15.14M","13.16"
"Mar 01, 2017","0.00537","0.00553","0.00560","0.00530","4.44M","-2.86"
"Feb 28, 2017","0.00553","0.00555","0.00570","0.00530","3.07M","-0.36"
"Feb 27, 2017","0.00555","0.00565","0.00579","0.00555","1.03M","-1.74"
"Feb 26, 2017","0.00565","0.00570","0.00574","0.00561","247.96K","-0.91"
"Feb 25, 2017","0.00570","0.00570","0.00580","0.00563","344.55K","-2.55"
"Feb 24, 2017","0.00585","0.00585","0.00585","0.00585","0","0.00"
"Feb 23, 2017","0.00585","0.00583","0.00586","0.00575","600.44K","0.33"
"Feb 22, 2017","0.00583","0.00590","0.00595","0.00582","820.53K","-1.19"
"Feb 21, 2017","0.00590","0.00590","0.00598","0.00573","1.06M","0.00"
"Feb 20, 2017","0.00590","0.00592","0.00598","0.00568","771.75K","-0.29"
"Feb 19, 2017","0.00592","0.00554","0.00598","0.00551","2.53M","6.92"
"Feb 18, 2017","0.00554","0.00600","0.00600","0.00533","7.09M","-7.72"
"Feb 17, 2017","0.00600","0.00590","0.00615","0.00570","4.13M","1.69"
"Feb 16, 2017","0.00590","0.00615","0.00633","0.00590","6.71M","-4.10"
"Feb 15, 2017","0.00615","0.00631","0.00631","0.00610","2.69M","-2.50"
"Feb 14, 2017","0.00631","0.00624","0.00639","0.00621","1.91M","1.04"
"Feb 13, 2017","0.00624","0.00623","0.00636","0.00615","1.03M","0.21"
"Feb 12, 2017","0.00623","0.00631","0.00635","0.00623","393.77K","-1.31"
"Feb 11, 2017","0.00631","0.00630","0.00637","0.00626","567.88K","0.24"
"Feb 10, 2017","0.00630","0.00624","0.00635","0.00613","1.93M","0.98"
"Feb 09, 2017","0.00624","0.00636","0.00640","0.00600","4.54M","-1.90"
